╔══════════════════════════════════════════╗
║      IoT Monitoring Server               ║
║      Protocolo pipe-separated text       ║
╚══════════════════════════════════════════╝
  Puerto   : 9000
  Logs     : logs/server.log
  Auth     : localhost:5000
  HTTP API : http://localhost:9000/

[2026-04-03 15:51:09] IP=SERVER             PORT=9000   RX=SERVER_START                                            TX=9000
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36668  RX=CONNECTED                                               TX=-
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36676  RX=CONNECTED                                               TX=-
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36682  RX=CONNECTED                                               TX=-
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36680  RX=CONNECTED                                               TX=-
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36688  RX=CONNECTED                                               TX=-
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36696  RX=CONNECTED                                               TX=-
[2026-04-03 15:52:52] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|64.21|C|2026-04-03T20:52:52Z TX=OK DATA

[2026-04-03 15:52:53] IP=127.0.0.1          PORT=36676  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-01|88.39|C|threshold=80.0

[2026-04-03 15:52:53] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|88.39|C|2026-04-03T20:52:53Z TX=OK DATA

[2026-04-03 15:52:53] IP=127.0.0.1          PORT=36676  RX=HEARTBEAT|sensor-01|2026-04-03T20:52:53Z                TX=OK HEARTBEAT

[2026-04-03 15:52:53] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|55.89|%|2026-04-03T20:52:53Z    TX=OK DATA

[2026-04-03 15:52:53] IP=127.0.0.1          PORT=36688  RX=HEARTBEAT|sensor-05|2026-04-03T20:52:53Z                TX=OK HEARTBEAT

[2026-04-03 15:52:54] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.61|Hz|2026-04-03T20:52:54Z   TX=OK DATA

[2026-04-03 15:52:54] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|57.74|C|2026-04-03T20:52:54Z TX=OK DATA

[2026-04-03 15:52:55] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|568.87|W|2026-04-03T20:52:55Z     TX=OK DATA

[2026-04-03 15:52:55] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|27.66|C|2026-04-03T20:52:55Z TX=OK DATA

[2026-04-03 15:52:55] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|OK|state|2026-04-03T20:52:55Z TX=OK DATA

[2026-04-03 15:52:56] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.74|Hz|2026-04-03T20:52:56Z   TX=OK DATA

[2026-04-03 15:52:56] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|62.9|C|2026-04-03T20:52:56Z  TX=OK DATA

[2026-04-03 15:52:56] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|40.91|%|2026-04-03T20:52:56Z    TX=OK DATA

[2026-04-03 15:52:57] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|27.31|C|2026-04-03T20:52:57Z TX=OK DATA

[2026-04-03 15:52:57] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|55.8|C|2026-04-03T20:52:57Z  TX=OK DATA

[2026-04-03 15:52:57] IP=127.0.0.1          PORT=36682  RX=HEARTBEAT|sensor-02|2026-04-03T20:52:57Z                TX=OK HEARTBEAT

[2026-04-03 15:52:58] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.83|Hz|2026-04-03T20:52:58Z   TX=OK DATA

[2026-04-03 15:52:58] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|367.63|W|2026-04-03T20:52:58Z     TX=OK DATA

[2026-04-03 15:52:58] IP=127.0.0.1          PORT=36680  RX=HEARTBEAT|sensor-04|2026-04-03T20:52:58Z                TX=OK HEARTBEAT

[2026-04-03 15:52:58] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|87.22|%|2026-04-03T20:52:58Z    TX=OK DATA

[2026-04-03 15:52:58] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|WARNING|state|2026-04-03T20:52:58Z TX=OK DATA

[2026-04-03 15:52:59] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|28.11|C|2026-04-03T20:52:59Z TX=OK DATA

[2026-04-03 15:53:00] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|50.14|C|2026-04-03T20:53:00Z TX=OK DATA

[2026-04-03 15:53:00] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.35|Hz|2026-04-03T20:53:00Z   TX=OK DATA

[2026-04-03 15:53:00] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|38.36|%|2026-04-03T20:53:00Z    TX=OK DATA

[2026-04-03 15:53:01] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|58.52|C|2026-04-03T20:53:01Z TX=OK DATA

[2026-04-03 15:53:01] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|22.56|C|2026-04-03T20:53:01Z TX=OK DATA

[2026-04-03 15:53:02] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|WARNING|state|2026-04-03T20:53:02Z TX=OK DATA

[2026-04-03 15:53:02] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|358.24|W|2026-04-03T20:53:02Z     TX=OK DATA

[2026-04-03 15:53:02] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|4.47|Hz|2026-04-03T20:53:02Z   TX=OK DATA

[2026-04-03 15:53:02] IP=127.0.0.1          PORT=36668  RX=HEARTBEAT|sensor-03|2026-04-03T20:53:02Z                TX=OK HEARTBEAT

[2026-04-03 15:53:03] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|67.05|C|2026-04-03T20:53:03Z TX=OK DATA

[2026-04-03 15:53:03] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|20.81|C|2026-04-03T20:53:03Z TX=OK DATA

[2026-04-03 15:53:03] IP=127.0.0.1          PORT=36676  RX=HEARTBEAT|sensor-01|2026-04-03T20:53:03Z                TX=OK HEARTBEAT

[2026-04-03 15:53:04] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|0.88|Hz|2026-04-03T20:53:04Z   TX=OK DATA

[2026-04-03 15:53:04] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|85.21|%|2026-04-03T20:53:04Z    TX=OK DATA

[2026-04-03 15:53:05] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|52.97|C|2026-04-03T20:53:05Z TX=OK DATA

[2026-04-03 15:53:06] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|601.62|W|2026-04-03T20:53:06Z     TX=OK DATA

[2026-04-03 15:53:06] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.98|Hz|2026-04-03T20:53:06Z   TX=OK DATA

[2026-04-03 15:53:06] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|WARNING|state|2026-04-03T20:53:06Z TX=OK DATA

[2026-04-03 15:53:06] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|26.79|C|2026-04-03T20:53:06Z TX=OK DATA

[2026-04-03 15:53:07] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|55.39|C|2026-04-03T20:53:07Z TX=OK DATA

[2026-04-03 15:53:07] IP=127.0.0.1          PORT=36682  RX=HEARTBEAT|sensor-02|2026-04-03T20:53:07Z                TX=OK HEARTBEAT

[2026-04-03 15:53:08] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|51.39|%|2026-04-03T20:53:08Z    TX=OK DATA

[2026-04-03 15:53:08] IP=127.0.0.1          PORT=36688  RX=HEARTBEAT|sensor-05|2026-04-03T20:53:08Z                TX=OK HEARTBEAT

[2026-04-03 15:53:08] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|0.21|Hz|2026-04-03T20:53:08Z   TX=OK DATA

[2026-04-03 15:53:08] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|484.24|W|2026-04-03T20:53:08Z     TX=OK DATA

[2026-04-03 15:53:09] IP=127.0.0.1          PORT=36668  RX=-                                                       TX=ALERT|HIGH_VIBRATION|sensor-03|14.70|Hz|threshold=7.5

[2026-04-03 15:53:09] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|14.7|Hz|2026-04-03T20:53:09Z   TX=OK DATA

[2026-04-03 15:53:09] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|63.44|C|2026-04-03T20:53:09Z TX=OK DATA

[2026-04-03 15:53:09] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|28.43|C|2026-04-03T20:53:09Z TX=OK DATA

[2026-04-03 15:53:10] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|445.89|W|2026-04-03T20:53:10Z     TX=OK DATA

[2026-04-03 15:53:10] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|OK|state|2026-04-03T20:53:10Z TX=OK DATA

[2026-04-03 15:53:10] IP=127.0.0.1          PORT=36696  RX=HEARTBEAT|sensor-06|2026-04-03T20:53:10Z                TX=OK HEARTBEAT

[2026-04-03 15:53:11] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|62.01|C|2026-04-03T20:53:11Z TX=OK DATA

[2026-04-03 15:53:11] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|53.79|%|2026-04-03T20:53:11Z    TX=OK DATA

[2026-04-03 15:53:11] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.45|Hz|2026-04-03T20:53:11Z   TX=OK DATA

[2026-04-03 15:53:11] IP=127.0.0.1          PORT=36668  RX=HEARTBEAT|sensor-03|2026-04-03T20:53:11Z                TX=OK HEARTBEAT

[2026-04-03 15:53:12] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|25.32|C|2026-04-03T20:53:12Z TX=OK DATA

[2026-04-03 15:53:12] IP=127.0.0.1          PORT=36680  RX=-                                                       TX=ALERT|HIGH_ENERGY|sensor-04|924.55|W|threshold=800.0

[2026-04-03 15:53:12] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|924.55|W|2026-04-03T20:53:12Z     TX=OK DATA

[2026-04-03 15:53:12] IP=127.0.0.1          PORT=36680  RX=HEARTBEAT|sensor-04|2026-04-03T20:53:12Z                TX=OK HEARTBEAT

[2026-04-03 15:53:13] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|54.95|C|2026-04-03T20:53:13Z TX=OK DATA

[2026-04-03 15:53:13] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.22|Hz|2026-04-03T20:53:13Z   TX=OK DATA

[2026-04-03 15:53:14] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|46.1|%|2026-04-03T20:53:14Z     TX=OK DATA

[2026-04-03 15:53:14] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|WARNING|state|2026-04-03T20:53:14Z TX=OK DATA

[2026-04-03 15:53:15] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|26.97|C|2026-04-03T20:53:15Z TX=OK DATA

[2026-04-03 15:53:15] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.88|Hz|2026-04-03T20:53:15Z   TX=OK DATA

[2026-04-03 15:53:15] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|272.35|W|2026-04-03T20:53:15Z     TX=OK DATA

[2026-04-03 15:53:15] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|54.63|C|2026-04-03T20:53:15Z TX=OK DATA

[2026-04-03 15:53:16] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|45.21|%|2026-04-03T20:53:16Z    TX=OK DATA

[2026-04-03 15:53:16] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|22.04|C|2026-04-03T20:53:16Z TX=OK DATA

[2026-04-03 15:53:16] IP=127.0.0.1          PORT=36676  RX=HEARTBEAT|sensor-01|2026-04-03T20:53:16Z                TX=OK HEARTBEAT

[2026-04-03 15:53:17] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.6|Hz|2026-04-03T20:53:17Z    TX=OK DATA

[2026-04-03 15:53:17] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|53.19|C|2026-04-03T20:53:17Z TX=OK DATA

[2026-04-03 15:53:17] IP=127.0.0.1          PORT=36682  RX=HEARTBEAT|sensor-02|2026-04-03T20:53:17Z                TX=OK HEARTBEAT

[2026-04-03 15:53:18] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.55|Hz|2026-04-03T20:53:18Z   TX=OK DATA

[2026-04-03 15:53:18] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|WARNING|state|2026-04-03T20:53:18Z TX=OK DATA

[2026-04-03 15:53:18] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|48.14|C|2026-04-03T20:53:18Z TX=OK DATA

[2026-04-03 15:53:20] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.37|Hz|2026-04-03T20:53:20Z   TX=OK DATA

[2026-04-03 15:53:20] IP=127.0.0.1          PORT=36668  RX=HEARTBEAT|sensor-03|2026-04-03T20:53:20Z                TX=OK HEARTBEAT

[2026-04-03 15:53:20] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|401.98|W|2026-04-03T20:53:20Z     TX=OK DATA

[2026-04-03 15:53:20] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|25.84|C|2026-04-03T20:53:20Z TX=OK DATA

[2026-04-03 15:53:21] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|46.5|%|2026-04-03T20:53:21Z     TX=OK DATA

[2026-04-03 15:53:21] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|66.76|C|2026-04-03T20:53:21Z TX=OK DATA

[2026-04-03 15:53:22] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|613.93|W|2026-04-03T20:53:22Z     TX=OK DATA

[2026-04-03 15:53:22] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.94|Hz|2026-04-03T20:53:22Z   TX=OK DATA

[2026-04-03 15:53:22] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|66.57|C|2026-04-03T20:53:22Z TX=OK DATA

[2026-04-03 15:53:22] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|22.13|C|2026-04-03T20:53:22Z TX=OK DATA

[2026-04-03 15:53:23] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|OK|state|2026-04-03T20:53:23Z TX=OK DATA

[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|0.34|Hz|2026-04-03T20:53:24Z   TX=OK DATA

[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36682  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-02|100.94|C|threshold=80.0

[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|100.94|C|2026-04-03T20:53:24Z TX=OK DATA

[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|39.75|%|2026-04-03T20:53:24Z    TX=OK DATA

[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36688  RX=HEARTBEAT|sensor-05|2026-04-03T20:53:24Z                TX=OK HEARTBEAT

[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|447.1|W|2026-04-03T20:53:24Z      TX=OK DATA

[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36676  RX=QUIT|sensor-01                                          TX=OK BYE

[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36676  RX=DISCONNECTED                                            TX=-
[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36668  RX=QUIT|sensor-03                                          TX=OK BYE

[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36680  RX=QUIT|sensor-04                                          TX=OK BYE

[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36680  RX=DISCONNECTED                                            TX=-
[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36696  RX=QUIT|sensor-06                                          TX=OK BYE

[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36682  RX=QUIT|sensor-02                                          TX=OK BYE

[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36682  RX=DISCONNECTED                                            TX=-
[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36688  RX=QUIT|sensor-05                                          TX=OK BYE

[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36688  RX=DISCONNECTED                                            TX=-
[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36668  RX=DISCONNECTED                                            TX=-
[2026-04-03 15:53:24] IP=127.0.0.1          PORT=36696  RX=DISCONNECTED                                            TX=-
